name, pstate, timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
NVIDIA DGX Display, P8, 2023/02/21 15:17:57.306, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:57.307, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:58.308, 13 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:58.310, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:58.311, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:17:58.313, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:58.313, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:59.315, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:59.316, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:59.317, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:17:59.319, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:17:59.319, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:00.320, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:00.322, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:00.324, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:00.325, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:00.325, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:01.327, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:01.328, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:01.330, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:01.331, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:01.332, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:02.333, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:02.335, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:02.336, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:02.338, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:02.338, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:03.339, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:03.341, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:03.342, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:03.343, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:03.344, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:04.345, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:04.347, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:04.348, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:04.349, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:04.350, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:05.351, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:05.353, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:05.355, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:05.356, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:05.356, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:06.358, 2 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:06.360, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:06.361, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:06.362, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:06.363, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:07.364, 9 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:07.366, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:07.367, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:07.368, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:07.369, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:08.371, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:08.372, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:08.373, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:08.375, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:08.375, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:09.377, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:09.378, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:09.380, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:09.381, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:09.382, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:10.383, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:10.384, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:10.386, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:10.387, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:10.388, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:11.389, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:11.390, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:11.392, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:11.393, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:11.394, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:12.395, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:12.397, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:12.398, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:12.399, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:12.400, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:13.401, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:13.403, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:13.404, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:13.405, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:13.406, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:14.407, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:14.409, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:14.410, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:14.413, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:14.414, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:15.415, 3 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:15.417, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:15.418, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:15.419, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:15.420, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:16.422, 3 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:16.423, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:16.424, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:16.426, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:16.426, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:17.428, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:17.429, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:17.431, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:17.432, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:17.433, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:18.434, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:18.436, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:18.437, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:18.439, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:18.440, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:19.441, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:19.443, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:19.444, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:19.445, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:19.446, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:20.447, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:20.449, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:20.450, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:20.451, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:20.452, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:21.454, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:21.456, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:21.457, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:21.458, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:21.459, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:22.461, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:22.462, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:22.464, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:22.465, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:22.466, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:23.468, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:23.469, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:23.470, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:23.472, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:23.472, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:24.475, 2 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:24.476, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:24.478, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:24.479, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:24.480, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:25.481, 2 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:25.483, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:25.484, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:25.485, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:25.486, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:26.488, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:26.489, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:26.491, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:26.492, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:26.492, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:27.494, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:27.495, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:27.497, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:27.498, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:27.499, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:28.500, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:28.501, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:28.503, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:28.504, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:28.505, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:29.506, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:29.508, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:29.509, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:18:29.510, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:29.511, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:30.512, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:18:30.514, 0 %, 0 %, 40960 MiB, 0 MiB
