name, pstate, timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
NVIDIA DGX Display, P8, 2023/02/21 15:19:33.157, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:33.158, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:34.161, 23 %, 2 %, 40960 MiB, 1877 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:34.163, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:34.164, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:34.165, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:34.166, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:35.167, 22 %, 2 %, 40960 MiB, 1877 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:35.169, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:35.170, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:35.171, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:35.172, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:36.173, 23 %, 2 %, 40960 MiB, 1877 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:36.175, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:36.176, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:36.177, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:36.177, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:37.179, 22 %, 2 %, 40960 MiB, 1877 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:37.180, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:37.182, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:37.183, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:37.183, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:38.185, 3 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:38.186, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:38.188, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:38.189, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:38.189, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:39.191, 9 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:39.192, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:39.193, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:39.194, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:39.195, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:40.196, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:40.197, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:40.199, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:40.200, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:40.200, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:41.202, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:41.203, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:41.204, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:41.205, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:41.206, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:42.207, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:42.210, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:42.212, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:42.214, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:42.215, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:43.218, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:43.220, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:43.221, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:43.222, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:43.223, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:44.224, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:44.226, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:44.227, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:44.228, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:44.229, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:45.231, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:45.232, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:45.234, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:45.235, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:45.235, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:46.237, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:46.238, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:46.240, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:46.241, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:46.241, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:47.243, 3 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:47.245, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:47.247, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:47.250, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:47.251, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:48.253, 4 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:48.255, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:48.256, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:48.257, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:48.258, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:49.259, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:49.261, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:49.262, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:49.264, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:49.264, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:50.266, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:50.267, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:50.268, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:50.270, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:50.270, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:51.272, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:51.273, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:51.274, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:51.275, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:51.276, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:52.277, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:52.280, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:52.283, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:52.285, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:52.287, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:53.290, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:53.291, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:53.293, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:53.294, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:53.294, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:54.295, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:54.298, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:54.301, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:54.304, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:54.306, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:55.309, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:55.311, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:55.312, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:55.314, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:55.314, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:56.315, 2 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:56.317, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:56.318, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:56.319, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:56.320, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:57.321, 12 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:57.323, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:57.325, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:57.326, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:57.326, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:58.328, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:58.330, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:58.332, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:58.333, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:58.333, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:59.335, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:59.336, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:59.338, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:19:59.339, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:19:59.339, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:00.340, 21 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:00.342, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:00.344, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:00.345, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:00.345, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:01.346, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:01.348, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:01.349, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:01.351, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:01.351, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:02.353, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:02.356, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:02.358, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:02.361, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:02.363, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:03.365, 21 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:03.367, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:03.368, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:03.369, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:03.370, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:04.371, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:04.372, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:04.374, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:04.375, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:04.375, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:05.377, 3 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:05.379, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:05.382, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:05.385, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:05.387, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:06.390, 4 %, 1 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:06.393, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:06.394, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:06.396, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:06.396, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:07.397, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:07.399, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:07.400, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:07.401, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:07.402, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:08.403, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:08.406, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:08.409, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:08.411, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:08.413, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:09.419, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:09.420, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:09.421, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:09.422, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:09.423, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:10.424, 23 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:10.426, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:10.427, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:10.428, 0 %, 0 %, 4096 MiB, 1 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:10.429, 0 %, 0 %, 40960 MiB, 0 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:11.430, 22 %, 2 %, 40960 MiB, 2411 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:11.433, 0 %, 0 %, 40960 MiB, 0 MiB
