#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     50.406            917854416               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        244978                      283160                      0                           0                           
GPU 2     54.795            995901499               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241151                      281085                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55482                       264782                      0                           0                           
GPU 4     56.521            1026624972              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        259348                      291779                      0                           0                           
GPU 0     62.360            1265621568              N/A            N/A            23                2                 0.220        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8450198                     51316193                    0                           0                           
GPU 1     50.646            917905103               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        175133                      225127                      0                           0                           
GPU 2     54.731            995956478               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        175497                      225052                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        49644                       253274                      0                           0                           
GPU 4     56.587            1026681680              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        188315                      234103                      0                           0                           
GPU 0     62.600            1265685591              N/A            N/A            22                2                 0.218        0.097        0.041        0.011        0.019        0.000        0.000        0.000        8921207                     51186626                    0                           0                           
GPU 1     50.646            917955849               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1104222                     903738                      0                           0                           
GPU 2     54.795            996011443               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1040532                     872829                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        91518                       277269                      0                           0                           
GPU 4     56.521            1026738389              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1046423                     879088                      0                           0                           
GPU 0     63.126            1265749446              N/A            N/A            22                2                 0.220        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8464752                     51395297                    0                           0                           
GPU 1     50.646            918006654               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        153028                      209200                      0                           0                           
GPU 2     54.795            996066427               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        155191                      209575                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        66775                       242732                      0                           0                           
GPU 4     56.587            1026795085              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        174749                      221185                      0                           0                           
GPU 0     63.899            1265813334              N/A            N/A            22                2                 0.221        0.099        0.042        0.011        0.019        0.000        0.011        0.000        8437161                     51464959                    0                           0                           
GPU 1     50.646            918057400               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        148712                      216917                      0                           0                           
GPU 2     54.795            996121413               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124909                      206961                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        48869                       264801                      0                           0                           
GPU 4     56.587            1026851792              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        181695                      242316                      0                           0                           
GPU 0     64.187            1265877253              N/A            N/A            22                2                 0.219        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8593444                     51344984                    0                           0                           
GPU 1     50.646            918108243               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        287722                      279368                      0                           0                           
GPU 2     54.795            996176405               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        263273                      267428                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        48628                       238130                      0                           0                           
GPU 4     56.521            1026908548              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        267956                      272162                      0                           0                           
GPU 0     74.255            1265939322              N/A            N/A            4                 0                 0.208        0.089        0.037        0.010        0.018        0.000        0.010        0.000        7987230                     48634885                    0                           0                           
GPU 1     50.406            918158929               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        269787                      287167                      0                           0                           
GPU 2     54.795            996231385               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        249517                      276080                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        48415                       246905                      0                           0                           
GPU 4     56.521            1026965264              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        252405                      279781                      0                           0                           
GPU 0     57.976            1266000066              N/A            N/A            3                 2                 0.026        0.025        0.014        0.003        0.011        0.000        0.005        0.000        3568320                     30186260                    0                           0                           
GPU 1     50.406            918209698               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        131624                      202007                      0                           0                           
GPU 2     54.795            996286335               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        187279                      234110                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        48248                       256924                      0                           0                           
GPU 4     56.521            1027021996              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        188326                      236695                      0                           0                           
GPU 0     63.373            1266057663              N/A            N/A            22                2                 0.186        0.000        0.000        0.000        0.017        0.000        0.010        0.000        7668834                     47214899                    0                           0                           
GPU 1     50.646            918260437               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        361513                      335736                      0                           0                           
GPU 2     54.795            996341191               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        333865                      321941                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        47849                       241780                      0                           0                           
GPU 4     56.521            1027078725              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        349143                      331285                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     63.373            1266121423              N/A            N/A            22                2                 0.217        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8294544                     50411808                    0                           0                           
GPU 1     50.646            918311260               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        93639                       169329                      0                           0                           
GPU 2     54.795            996396187               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        171825                      216788                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        69273                       242046                      0                           0                           
GPU 4     56.521            1027135436              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        140624                      201030                      0                           0                           
GPU 0     62.121            1266185291              N/A            N/A            22                2                 0.217        0.097        0.041        0.011        0.019        0.000        0.010        0.000        8520410                     51165794                    0                           0                           
GPU 1     50.646            918361922               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        339214                      368818                      0                           0                           
GPU 2     54.795            996451188               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        315806                      349075                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        84516                       288468                      0                           0                           
GPU 4     56.521            1027192175              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        313349                      340163                      0                           0                           
GPU 0     63.126            1266249140              N/A            N/A            21                2                 0.216        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8369099                     50326315                    0                           0                           
GPU 1     50.646            918412683               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        335916                      322664                      0                           0                           
GPU 2     54.795            996506235               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        358107                      334022                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        88121                       268427                      0                           0                           
GPU 4     56.521            1027248917              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        339620                      325339                      0                           0                           
GPU 0     61.827            1266313186              N/A            N/A            22                2                 0.216        0.097        0.040        0.011        0.019        0.000        0.000        0.000        8220403                     50326586                    0                           0                           
GPU 1     50.406            918463403               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        197755                      235071                      0                           0                           
GPU 2     54.795            996561278               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        176667                      218968                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        38706                       217798                      0                           0                           
GPU 4     56.521            1027305631              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120361                      190877                      0                           0                           
GPU 0     63.660            1266377240              N/A            N/A            22                2                 0.217        0.097        0.041        0.011        0.019        0.000        0.010        0.000        8391846                     50518194                    0                           0                           
GPU 1     50.406            918514197               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        361438                      329542                      0                           0                           
GPU 2     54.795            996616305               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        322197                      310099                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55544                       260062                      0                           0                           
GPU 4     56.521            1027362333              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        345745                      324250                      0                           0                           
GPU 0     62.887            1266441097              N/A            N/A            22                2                 0.217        0.097        0.040        0.011        0.019        0.000        0.010        0.000        8261447                     50753819                    0                           0                           
GPU 1     50.646            918564985               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        326133                      335837                      0                           0                           
GPU 2     54.795            996671309               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        324103                      335720                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        61820                       288512                      0                           0                           
GPU 4     56.521            1027419008              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        265722                      304463                      0                           0                           
GPU 0     57.976            1266503833              N/A            N/A            9                 1                 0.132        0.097        0.041        0.011        0.014        0.000        0.010        0.000        6027249                     38469546                    0                           0                           
GPU 1     50.406            918615767               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        314776                      312806                      0                           0                           
GPU 2     54.795            996726317               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        316268                      313131                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        57788                       261041                      0                           0                           
GPU 4     56.521            1027475708              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        289256                      296103                      0                           0                           
GPU 0     69.871            1266564449              N/A            N/A            2                 1                 0.049        0.024        0.014        0.003        0.011        0.000        0.003        0.000        4095753                     30237381                    0                           0                           
GPU 1     50.406            918666509               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        280067                      292003                      0                           0                           
GPU 2     54.795            996781259               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        327300                      327445                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55102                       263567                      0                           0                           
GPU 4     56.521            1027532408              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        341586                      336832                      0                           0                           
GPU 0     64.672            1266627943              N/A            N/A            22                2                 0.217        0.097        0.040        0.011        0.019        0.000        0.010        0.000        8270455                     50425281                    0                           0                           
GPU 1     50.406            918717249               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        191244                      218761                      0                           0                           
GPU 2     54.795            996836199               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        176583                      212497                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        56874                       234514                      0                           0                           
GPU 4     56.521            1027589114              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        187690                      221046                      0                           0                           
GPU 0     63.660            1266691733              N/A            N/A            22                2                 0.218        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8554900                     50652816                    0                           0                           
GPU 1     50.646            918768002               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        370872                      349847                      0                           0                           
GPU 2     54.795            996891164               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        364584                      346907                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        65613                       259676                      0                           0                           
GPU 4     56.521            1027645822              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        342397                      333512                      0                           0                           
GPU 0     62.600            1266755814              N/A            N/A            22                2                 0.220        0.100        0.042        0.011        0.019        0.000        0.010        0.000        8508671                     51113875                    0                           0                           
GPU 1     50.646            918818731               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        270622                      280331                      0                           0                           
GPU 2     54.795            996946144               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        316202                      301793                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        65336                       251939                      0                           0                           
GPU 4     56.521            1027702509              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        291504                      293195                      0                           0                           
GPU 0     64.672            1266819687              N/A            N/A            22                2                 0.217        0.000        0.000        0.000        0.019        0.000        0.010        0.000        8386940                     50597351                    0                           0                           
GPU 1     50.646            918869482               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        329938                      318938                      0                           0                           
GPU 2     54.795            997001089               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        338401                      321944                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        67579                       239102                      0                           0                           
GPU 4     56.521            1027759233              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        352767                      331770                      0                           0                           
GPU 0     62.887            1266883611              N/A            N/A            22                2                 0.215        0.096        0.040        0.011        0.018        0.000        0.010        0.000        8387454                     50254518                    0                           0                           
GPU 1     50.646            918920225               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        265393                      282427                      0                           0                           
GPU 2     54.795            997056041               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        291950                      295610                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55600                       259802                      0                           0                           
GPU 4     56.521            1027815948              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        300441                      301530                      0                           0                           
GPU 0     62.360            1266947445              N/A            N/A            22                2                 0.215        0.096        0.040        0.011        0.018        0.000        0.010        0.000        8486515                     50402809                    0                           0                           
GPU 1     50.646            918970972               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        346708                      337805                      0                           0                           
GPU 2     54.795            997110986               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        342863                      335995                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        59186                       266412                      0                           0                           
GPU 4     56.521            1027872643              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        381413                      357591                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     63.373            1267011313              N/A            N/A            22                2                 0.215        0.096        0.040        0.011        0.018        0.000        0.010        0.000        8486515                     50402809                    0                           0                           
GPU 1     50.646            919021730               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        346708                      337805                      0                           0                           
GPU 2     54.795            997165931               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        342863                      335995                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        59186                       266412                      0                           0                           
GPU 4     56.521            1027929375              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        381413                      357591                      0                           0                           
GPU 0     57.976            1267074019              N/A            N/A            16                2                 0.218        0.097        0.040        0.011        0.019        0.000        0.010        0.000        8322224                     50744826                    0                           0                           
GPU 1     50.406            919072473               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        253997                      271468                      0                           0                           
GPU 2     54.795            997220903               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        233117                      260481                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        50517                       254655                      0                           0                           
GPU 4     56.521            1027986065              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        258758                      276044                      0                           0                           
GPU 0     57.976            1267134474              N/A            N/A            3                 2                 0.130        0.098        0.041        0.011        0.014        0.000        0.000        0.000        5946820                     37596096                    0                           0                           
GPU 1     50.646            919123215               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        372291                      341241                      0                           0                           
GPU 2     54.795            997275861               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        363970                      336123                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        54796                       242947                      0                           0                           
GPU 4     56.521            1028042775              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        398298                      356473                      0                           0                           
GPU 0     65.199            1267197594              N/A            N/A            22                2                 0.066        0.023        0.013        0.003        0.012        0.000        0.004        0.000        4838768                     35638804                    0                           0                           
GPU 1     50.646            919173971               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        281846                      281398                      0                           0                           
GPU 2     54.795            997330802               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        169527                      214084                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        52601                       249788                      0                           0                           
GPU 4     56.521            1028099497              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        164861                      211341                      0                           0                           
GPU 0     63.660            1267261762              N/A            N/A            22                2                 0.217        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8400388                     50718589                    0                           0                           
GPU 1     50.646            919224730               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        293436                      303009                      0                           0                           
GPU 2     54.795            997385747               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        165463                      230152                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        61274                       255162                      0                           0                           
GPU 4     56.521            1028156228              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        214510                      260179                      0                           0                           
GPU 0     65.438            1267325814              N/A            N/A            22                2                 0.217        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8399017                     50607230                    0                           0                           
GPU 1     50.646            919275511               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        288167                      280171                      0                           0                           
GPU 2     54.795            997440695               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        296239                      283598                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70624                       239753                      0                           0                           
GPU 4     56.521            1028212963              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        308042                      292117                      0                           0                           
GPU 0     62.121            1267389558              N/A            N/A            22                2                 0.220        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8514722                     51301579                    0                           0                           
