name, pstate, timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
NVIDIA DGX Display, P8, 2023/02/21 15:20:29.770, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:29.770, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:30.772, 29 %, 2 %, 40960 MiB, 1879 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:30.773, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:30.775, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:30.776, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:30.776, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:31.778, 30 %, 2 %, 40960 MiB, 1879 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:31.779, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:31.780, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:31.782, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:31.782, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:32.783, 3 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:32.785, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:32.787, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:32.788, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:32.788, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:33.789, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:33.791, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:33.793, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:33.794, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:33.795, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:34.796, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:34.798, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:34.799, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:34.800, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:34.800, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:35.802, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:35.805, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:35.807, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:35.808, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:35.809, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:36.811, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:36.813, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:36.814, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:36.815, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:36.816, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:37.817, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:37.820, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:37.825, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:37.827, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:37.829, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:38.833, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:38.836, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:38.839, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:38.842, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:38.846, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:39.849, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:39.850, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:39.851, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:39.853, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:39.854, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:40.855, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:40.856, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:40.857, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:40.859, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:40.859, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:41.861, 3 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:41.862, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:41.863, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:41.864, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:41.865, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:42.866, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:42.867, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:42.869, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:42.870, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:42.870, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:43.872, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:43.874, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:43.877, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:43.879, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:43.880, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:44.882, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:44.884, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:44.885, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:44.886, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:44.887, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:45.888, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:45.889, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:45.891, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:45.892, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:45.892, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:46.894, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:46.895, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:46.896, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:46.897, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:46.898, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:47.899, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:47.901, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:47.902, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:47.903, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:47.904, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:48.905, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:48.907, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:48.908, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:48.909, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:48.910, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:49.911, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:49.912, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:49.914, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:49.915, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:49.915, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:50.916, 2 %, 1 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:50.918, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:50.919, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:50.920, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:50.921, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:51.922, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:51.924, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:51.925, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:51.926, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:51.926, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:52.928, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:52.930, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:52.933, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:52.934, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:52.936, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:53.938, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:53.940, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:53.941, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:53.942, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:53.943, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:54.944, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:54.945, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:54.947, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:54.948, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:54.948, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:55.950, 30 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:55.952, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:55.956, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:55.959, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:55.961, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:56.964, 28 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:56.965, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:56.966, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:56.968, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:56.968, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:57.969, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:57.972, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:57.975, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:57.978, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:57.980, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:58.983, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:58.985, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:58.986, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:58.988, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:58.988, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:59.989, 4 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:59.991, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:59.992, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:20:59.993, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:20:59.994, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:00.995, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:00.996, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:00.998, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA DGX Display, P8, 2023/02/21 15:21:00.999, 0 %, 0 %, 4096 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:00.999, 0 %, 0 %, 40960 MiB, 3 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:02.001, 29 %, 2 %, 40960 MiB, 2413 MiB
NVIDIA A100-SXM4-40GB, P0, 2023/02/21 15:21:02.002, 0 %, 0 %, 40960 MiB, 3 MiB
