#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.959            1272114369              N/A            N/A            29                2                 0.287        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10746107                    52111860                    0                           0                           
GPU 1     50.646            923156212               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        367634                      423364                      0                           0                           
GPU 2     54.795            1001645179              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        399751                      444118                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55101                       345500                      0                           0                           
GPU 4     56.521            1032557658              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        375451                      418124                      0                           0                           
GPU 0     64.959            1272178329              N/A            N/A            29                2                 0.286        0.101        0.044        0.011        0.018        0.000        0.010        0.000        10803762                    52232797                    0                           0                           
GPU 1     50.646            923207035               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        516415                      559103                      0                           0                           
GPU 2     54.795            1001700137              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        768774                      713467                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        94886                       424455                      0                           0                           
GPU 4     56.521            1032614385              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        793258                      747199                      0                           0                           
GPU 0     64.433            1272242445              N/A            N/A            29                2                 0.287        0.000        0.000        0.000        0.019        0.000        0.010        0.000        10682518                    51965414                    0                           0                           
GPU 1     50.646            923257858               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        165232                      209543                      0                           0                           
GPU 2     54.795            1001755093              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        159250                      206178                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        92036                       228221                      0                           0                           
GPU 4     56.521            1032671133              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        168237                      213214                      0                           0                           
GPU 0     64.433            1272306500              N/A            N/A            29                2                 0.290        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10888542                    52533054                    0                           0                           
GPU 1     50.646            923308674               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        494728                      540079                      0                           0                           
GPU 2     54.731            1001810024              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        694862                      673145                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        111475                      416960                      0                           0                           
GPU 4     56.521            1032727812              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        777593                      734044                      0                           0                           
GPU 0     64.187            1272370560              N/A            N/A            29                2                 0.291        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10908750                    52683352                    0                           0                           
GPU 1     50.646            923359480               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        290439                      298189                      0                           0                           
GPU 2     54.795            1001864979              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        366934                      344256                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70271                       267427                      0                           0                           
GPU 4     56.521            1032784469              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        274185                      291585                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.672            1272434787              N/A            N/A            29                2                 0.288        0.103        0.044        0.011        0.019        0.000        0.000        0.000        10533148                    52037713                    0                           0                           
GPU 1     50.646            923410278               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        263194                      285602                      0                           0                           
GPU 2     54.795            1001919933              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        211044                      266968                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        68097                       295255                      0                           0                           
GPU 4     56.521            1032841234              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        468762                      460667                      0                           0                           
GPU 0     73.482            1272496316              N/A            N/A            2                 1                 0.109        0.033        0.016        0.003        0.013        0.000        0.010        0.000        5968015                     36480140                    0                           0                           
GPU 1     50.646            923461076               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        371164                      436598                      0                           0                           
GPU 2     54.795            1001974904              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        447516                      478174                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        74251                       370630                      0                           0                           
GPU 4     56.521            1032898085              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        335563                      389877                      0                           0                           
GPU 0     64.672            1272557814              N/A            N/A            27                2                 0.124        0.019        0.011        0.002        0.012        0.000        0.004        0.000        6022054                     35054656                    0                           0                           
GPU 1     50.646            923511867               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        301757                      305561                      0                           0                           
GPU 2     54.795            1002035385              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        247809                      275620                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70074                       280988                      0                           0                           
GPU 4     56.521            1032954963              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        322424                      321651                      0                           0                           
GPU 0     64.187            1272621987              N/A            N/A            29                2                 0.291        0.103        0.045        0.011        0.019        0.000        0.010        0.000        11055691                    52849022                    0                           0                           
GPU 1     50.646            923562717               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        483975                      499737                      0                           0                           
GPU 2     54.795            1002090337              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        573504                      567147                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        68337                       374800                      0                           0                           
GPU 4     56.521            1033011875              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        542796                      547454                      0                           0                           
GPU 0     64.672            1272686052              N/A            N/A            29                2                 0.289        0.103        0.045        0.011        0.019        0.000        0.010        0.000        10715935                    52185617                    0                           0                           
GPU 1     50.646            923613522               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        397794                      379221                      0                           0                           
GPU 2     54.795            1002145284              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        340654                      357652                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        66984                       326487                      0                           0                           
GPU 4     56.521            1033068809              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        772079                      648633                      0                           0                           
GPU 0     64.433            1272750170              N/A            N/A            29                2                 0.292        0.104        0.045        0.011        0.019        0.000        0.010        0.000        11076221                    53176870                    0                           0                           
GPU 1     50.646            923664324               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        531301                      530150                      0                           0                           
GPU 2     54.795            1002200255              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        553080                      538022                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        71183                       361029                      0                           0                           
GPU 4     56.521            1033120042              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        381656                      407735                      0                           0                           
GPU 0     63.660            1272814349              N/A            N/A            29                2                 0.291        0.103        0.045        0.011        0.019        0.000        0.010        0.000        10835217                    52755302                    0                           0                           
GPU 1     50.646            923715108               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        338024                      336066                      0                           0                           
GPU 2     54.795            1002255212              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        347163                      341261                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        73472                       290059                      0                           0                           
GPU 4     56.521            1033176997              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        397637                      376069                      0                           0                           
GPU 0     63.447            1272878537              N/A            N/A            29                2                 0.291        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10990116                    52774903                    0                           0                           
GPU 1     50.646            923770998               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        567821                      546997                      0                           0                           
GPU 2     54.795            1002310171              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        522298                      534581                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        71894                       375884                      0                           0                           
GPU 4     56.521            1033233806              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        569024                      559952                      0                           0                           
GPU 0     63.126            1272942713              N/A            N/A            30                2                 0.292        0.104        0.045        0.011        0.019        0.000        0.010        0.000        11037592                    53093282                    0                           0                           
GPU 1     50.646            923821805               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        568485                      597284                      0                           0                           
GPU 2     54.795            1002365134              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        681867                      683675                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        90526                       425420                      0                           0                           
GPU 4     56.521            1033290676              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        771316                      750010                      0                           0                           
GPU 0     64.672            1273006802              N/A            N/A            29                2                 0.288        0.102        0.044        0.011        0.019        0.000        0.010        0.000        10723654                    52125955                    0                           0                           
GPU 1     50.646            923872629               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        259193                      264673                      0                           0                           
GPU 2     54.795            1002420075              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        282293                      277265                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        72101                       238655                      0                           0                           
GPU 4     56.521            1033347486              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        268378                      272554                      0                           0                           
GPU 0     57.976            1273067926              N/A            N/A            3                 2                 0.066        0.023        0.013        0.002        0.011        0.000        0.004        0.000        4561849                     29601847                    0                           0                           
GPU 1     50.646            923923430               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        374567                      356076                      0                           0                           
GPU 2     54.795            1002475056              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        313310                      319442                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        69929                       271887                      0                           0                           
GPU 4     56.521            1033404313              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        350795                      347483                      0                           0                           
GPU 0     63.660            1273129260              N/A            N/A            19                2                 0.199        0.102        0.044        0.011        0.015        0.000        0.008        0.000        9111498                     44301124                    0                           0                           
GPU 1     50.646            923974228               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1177074                     1042289                     0                           0                           
GPU 2     54.795            1002530017              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1097386                     1006372                     0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        85252                       396756                      0                           0                           
GPU 4     56.521            1033461137              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        1281277                     1112407                     0                           0                           
GPU 0     64.959            1273193459              N/A            N/A            29                2                 0.289        0.000        0.000        0.000        0.019        0.000        0.010        0.000        10873309                    52844182                    0                           0                           
GPU 1     50.646            924025057               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        376608                      348851                      0                           0                           
GPU 2     54.795            1002584971              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        411688                      365705                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        87190                       249710                      0                           0                           
GPU 4     56.521            1033517857              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        358807                      336440                      0                           0                           
GPU 0     63.660            1273257602              N/A            N/A            30                2                 0.288        0.102        0.044        0.011        0.019        0.000        0.010        0.000        10829572                    52432517                    0                           0                           
GPU 1     50.646            924075882               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        450089                      481237                      0                           0                           
GPU 2     54.795            1002639935              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        523373                      528488                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        94414                       368935                      0                           0                           
GPU 4     56.521            1033574595              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        563227                      562431                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.433            1273321643              N/A            N/A            29                2                 0.290        0.104        0.045        0.012        0.019        0.000        0.010        0.000        10889295                    52658037                    0                           0                           
GPU 1     50.646            924126687               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        318457                      332150                      0                           0                           
GPU 2     54.795            1002694871              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        209684                      284641                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        62903                       316290                      0                           0                           
GPU 4     56.521            1033636978              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        531553                      517787                      0                           0                           
GPU 0     63.373            1273385790              N/A            N/A            29                2                 0.291        0.105        0.045        0.012        0.019        0.000        0.010        0.000        10909837                    52924464                    0                           0                           
GPU 1     50.646            924177474               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        394906                      431250                      0                           0                           
GPU 2     54.795            1002749827              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        359277                      398094                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        77084                       325437                      0                           0                           
GPU 4     56.521            1033693702              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        288009                      337496                      0                           0                           
GPU 0     63.373            1273450011              N/A            N/A            30                2                 0.290        0.105        0.046        0.012        0.019        0.000        0.010        0.000        10847434                    52733406                    0                           0                           
GPU 1     50.646            924228262               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        430180                      490880                      0                           0                           
GPU 2     54.795            1002804796              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        590292                      617181                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        73827                       413032                      0                           0                           
GPU 4     56.521            1033750430              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        652685                      663453                      0                           0                           
GPU 0     63.126            1273514141              N/A            N/A            29                2                 0.290        0.103        0.044        0.011        0.019        0.000        0.000        0.000        10924627                    52749558                    0                           0                           
GPU 1     50.646            924279068               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        286941                      282763                      0                           0                           
GPU 2     54.795            1002859753              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        136834                      192677                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        69764                       242709                      0                           0                           
GPU 4     56.521            1033807140              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        228007                      247167                      0                           0                           
GPU 0     64.187            1273578172              N/A            N/A            30                2                 0.238        0.102        0.044        0.011        0.015        0.000        0.010        0.000        8830037                     43157399                    0                           0                           
GPU 1     50.646            924329866               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241137                      271883                      0                           0                           
GPU 2     54.795            1002914729              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        250123                      275987                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        68380                       271967                      0                           0                           
GPU 4     56.521            1033863882              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        300524                      324623                      0                           0                           
GPU 0     59.228            1273640000              N/A            N/A            3                 2                 0.238        0.102        0.044        0.011        0.015        0.000        0.010        0.000        8830037                     43157399                    0                           0                           
GPU 1     50.646            924380673               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241137                      271883                      0                           0                           
GPU 2     54.795            1002969674              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        250123                      275987                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        68380                       271967                      0                           0                           
GPU 4     56.521            1033920579              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        300524                      324623                      0                           0                           
